OBJECTID,ID,OID_,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,Observation_Date_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_1,Comments_2,Comments_3,NOTES,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials,SHADE,ORNAMENTAL,EVERGREEN,EditDate,Editor,x,y,Scientific.Name
1776,15499,4141,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"cb, rc, ar",0,0,1,7/6/2023,CBate_clarku,,,Abies concolor
1777,15500,4127,Carolina Silverbell,KENDRICK AVE,63,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2,54,0.6,54,13.5,10,Alive,1,1,Fair,,"cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Halesia carolina
1778,15501,4128,Crabapple,KENDRICK AVE,63,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.6,54,0,0,15.4,14,Alive,0,1,Good,,"cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Malus sylvestris 
1779,15502,4129,Serviceberry,KENDRICK AVE,63,Worcester,Spring 2011,6/24/2015,Back Yard,Single Family,3.34,4.5,0,,22.33333333,15.70833333,Alive,N,1-25%,Good,,Weedwacker damage to base,,,BY,SFR-D,6.5,54,0,0,19.2,18.5,Alive,0,1,Good,,"cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Amelanchier
1780,15503,4123,Snow Goose Cherry,KENDRICK AVE,68,Worcester,Spring 2011,6/24/2015,Front Yard,Single Family,5.8,4.5,0,,15.5,16.33333333,Alive,N,1-25%,Good,,,,,FY,SFR-D,14.1,54,0,0,22.6,36.2,Alive,0,1,Good,,"RC, CB, TH",0,1,0,6/7/2023,THonnef_clarku,,,prunus serrulata
1781,15504,4116,Dogwood,KENDRICK AVE,78,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,12,0,Alive,0,1,Good,could not enter yard but could see into it,"cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Cornus
1782,15505,4115,Sweetgum,KENDRICK AVE,78,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"could not enter the backyard, but we could see into it","cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Liquidambar styraciflua
1783,15506,4117,Tulip,KENDRICK AVE,78,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,36.5,0,Alive,0,1,Good,could not enter yard but could see into it,"cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Liriodendron
1784,15507,4122,Dogwood,KENDRICK AVE,90,Worcester,Spring 2011,6/24/2015,Front Yard,Single Family,1.15,4.5,1.45,4.5,11.5,9.833333333,Alive,N,1-25%,Good,,,,,FY,SFR-D,4.3,14,0.6,14,16,20.3,Alive,0,1,Good,,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Cornus
1785,15508,4118,Dogwood,KENDRICK AVE,90,Worcester,Spring 2011,6/24/2015,Back Yard,Single Family,0.73,4.5,0.73,4.5,10.08333333,7.083333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,2.1,24,2.8,24,15.6,15,Alive,0,1,Good,,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Cornus
1786,15509,4121,Dogwood,KENDRICK AVE,90,Worcester,Spring 2011,6/24/2015,Back Yard,Single Family,1.15,4.5,0.85,4.5,10.58333333,8.041666667,Alive,N,1-25%,Good,,,,,BY,SFR-D,3.1,24,2.3,24,16.7,22,Alive,0,1,Good,,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Cornus
1787,15510,4120,Dogwood,KENDRICK AVE,90,Worcester,Spring 2011,6/24/2015,Back Yard,Single Family,0.9,4.5,0.6,4.5,10.08333333,5.333333333,Alive,Y,1-25%,Good,,,,,BY,SFR-D,2.5,24,1.4,24,15.2,15.5,Alive,0,1,Good,,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Cornus
1788,15513,4174,Fringetree,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Front yard,Multi-family,0.94,4.5,0,,8.166666667,9.416666667,Alive,Y,1-25%,Good,,completely shaded by spruce; no fringe,,,FY,SFR-A,1.1,0,0.7,0,8.6,7.5,Alive,0,1,Good,,"cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Chionanthus virginicus
1789,15514,4180,Tulip,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Back Yard,Multi-family,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Liriodendron
1790,15515,4181,White Fir,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Back Yard,Multi-family,1.98,4.5,0,,10.25,6.791666667,Alive,N,1-25%,Good,,,,,BY,SFR-A,0,0,0,0,20.3,0,Alive,0,1,Good,,"cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Abies concolor
1791,15516,4179,White Fir,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Back Yard,Single-family,2.04,4.5,0,,9.5,6.333333333,Alive,N,1-25%,Good,,,,,BY,SFR-A,4.2,0,0,0,12.1,10,Alive,0,3,Fair,,"cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Abies concolor
1792,15517,4178,Honeylocust,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Back Yard,Multi-family,3.08,4.5,0,,20.58333333,15.83333333,Alive,N,1-25%,Good,,,,,BY,SFR-A,9.1,0,0,0,40.4,26,Alive,0,1,Good,outside fence,"cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Gleditsia
1793,15518,4182,Serviceberry,KING PHILIP RD,111,Worcester,Spring 2011,6/25/2015,Back Yard,Multi-family,1.62,4.5,0,,12,10.25,Alive,Y,1-25%,Good,,,,,BY,SFR-A,0,0,0,0,10,0,Alive,0,1,Good,"behind fence with fir, but we could see in","cb, ks, ap",0,1,0,6/8/2023,CBate_clarku,,,Amelanchier
1794,15519,4170,Juniper,KING PHILIP RD,118,Worcester,Spring 2011,6/25/2015,Back Yard,Single-family,1.16,4.5,0,,9,3.75,Alive,N,26-50%,Fair,,Only one recorded width,,,BY,SFR-D,5.7,0,0,0,16.5,15,Alive,0,3,Poor,"covered in vines, some leaves turning brown","cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Juniperus
1795,15520,4169,Juniper,KING PHILIP RD,118,Worcester,Spring 2011,6/25/2015,Back Yard,Single-family,1.54,4.5,0,,10,6.583333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,4.7,0,0,0,17.8,15,Alive,0,1,Fair,vines growing all over tree,"cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Juniperus
1796,15521,4168,Juniper,KING PHILIP RD,118,Worcester,Spring 2011,6/25/2015,Back Yard,Single-family,1.1,4.5,0,,9,7.083333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,4.7,0,0,0,16,14.5,Alive,0,1,Good,,"cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Juniperus
1797,15522,4167,Juniper,KING PHILIP RD,118,Worcester,Spring 2011,,back yard,single family,1.4,,NA,,20,14.91666667,Alive,N,1-25%,Good,,,,,BY,SFR-D,3.7,0,0,0,14.8,11,Alive,0,1,Good,,"cb, ks, ap",0,0,1,6/8/2023,CBate_clarku,,,Juniperus
1798,15523,4173,Hornbeam,KING PHILIP RD,99,Worcester,Spring 2011,6/25/2015,Front yard,Single-family,1.95,4.5,0,,13.58333333,9.416666667,Alive,N,1-25%,Good,,"Dry, yellow leaves",,,FY,SFR-A,0,0,0,0,0,0,Stump,0,0,,,"cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Carpinus
1799,15524,4176,Hophornbeam,KING PHILIP RD,99,Worcester,Spring 2011,6/25/2015,Front yard,Single-family,2.1,4.5,0,,17.58333333,13.79166667,Alive,N,1-25%,Good,,,,,BY,SFR-A,8,0,0,0,20.6,21.5,Alive,0,2,Fair,but split in bark,"cb, ks, ap",1,0,0,6/8/2023,CBate_clarku,,,Ostrya
1800,15566,4273,Japanese Stewartia,LADYBANK RD,42,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,3,0,0,0,13,10.5,Alive,0,1,Good,,Jathrc,0,1,0,6/22/2023,racolon_clarku,,,Stewartia pseudocamellia
1801,15790,4714,Snow Goose Cherry,LONGMEADOW AVE,10,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,9.1,35,0,0,15.5,21.5,Alive,1,1,Good,,AR KS CR,0,1,0,6/12/2023,KSmart_clarku,,,prunus serrulata
1802,15793,4729,Fringetree,LORION AVE,1,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"TH, NG, AR",0,1,0,6/8/2023,THonnef_clarku,,,Chionanthus virginicus
1803,15794,4731,Hornbeam,LORION AVE,1,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-A,4.9,54,2.8,54,13.3,18,Alive,0,2,Fair,,"TH, NG, AR",1,0,0,6/8/2023,THonnef_clarku,,,Carpinus
1804,15795,4730,Fringetree,LORION AVE,1,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-A,2.5,0,1,20,12,10,Alive,0,1,Good,,"TH, NG, AR",0,1,0,6/8/2023,THonnef_clarku,,,Chionanthus virginicus
1805,15796,4728,Serviceberry,LORION AVE,4,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AR, NG, TH",0,1,0,6/8/2023,THonnef_clarku,,,Amelanchier
1806,15926,5089,Serviceberry,MALDEN ST,120,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,,0,1,0,6/22/2023,JaAndrews_clarku,,,Amelanchier
1807,15927,5086,Serviceberry,MALDEN ST,120,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"EC, JA, TH",0,1,0,6/22/2023,THonnef_clarku,,,Amelanchier
1808,15929,5087,Dawn Redwood,MALDEN ST,120,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,"EC, JA, TH",0,0,1,6/22/2023,THonnef_clarku,,,Metasequoia glyptostroboides
1809,15930,5090,Fringetree,MALDEN ST,128,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,,Jathrc,0,1,0,6/22/2023,racolon_clarku,,,Chionanthus virginicus
1810,16092,5261,White Fir,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,7.2,54,0,0,18.1,12.75,Alive,0,1,Good,"This is actually a Colorado spruce, but the map says white fir though its in the same place. We couldnt talk to the homeowners so we measured the spruce",AP CB AR,0,0,1,6/22/2023,apai_clarku,,,Abies concolor
1811,16094,5264,Serviceberry,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,2.1,54,1.1,54,11.9,12,Alive,0,1,Fair,"Lots of Codominant stems, vines growing at the base and all over the tree",AP CB AR,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1812,16095,5259,Serviceberry,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AP CB AR,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1813,16096,5265,Serviceberry,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,3.8,54,0,0,18.2,11.5,Alive,0,1,Fair,"So many things growing over it, not adequate space",AP CB AR,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1814,16097,5263,Serviceberry,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AP CB AR,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1815,16098,5262,Colorado Spruce,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,Dead,,AR CB AP,0,0,1,6/22/2023,ARichmondCrosset_clarku,,,Picea pungens
1816,16099,5258,Colorado Spruce,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AP CB AR,0,0,1,6/22/2023,apai_clarku,,,Picea pungens
1817,16101,5260,Colorado Spruce,MARLAND RD,16,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,4.3,54,0,0,18.5,9.5,Alive,0,1,Good,Placement looks wrong again,AP CB AR,0,0,1,6/22/2023,apai_clarku,,,Picea pungens
1818,16108,5366,Sweetgum,MARY ANN DR,19,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Cbarrc,1,0,0,7/6/2023,racolon_clarku,,,Liquidambar styraciflua
1819,16109,5367,Sweetgum,MARY ANN DR,19,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Cbarrc,1,0,0,7/6/2023,racolon_clarku,,,Liquidambar styraciflua
1820,16114,5378,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,Amelanchier
1821,16115,5379,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,Amelanchier
1822,16116,5380,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"cb, rc, ar",0,1,0,7/6/2023,CBate_clarku,,,Amelanchier
1823,16117,5377,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,,0,1,0,6/13/2023,CBate_clarku,,,Amelanchier
1824,16118,5376,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,1.3,54,0.8,0,7.9,15.5,Alive,0,1,Good,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,Amelanchier
1825,16119,5375,Serviceberry,MARY ANN DR,31,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,5.5,0,0,0,27.8,14,Alive,0,1,Good,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,Amelanchier
1826,16123,5354,White Fir,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,Heavily forested,AR KS,0,0,1,6/26/2023,ARichmondCrosset_clarku,,,Abies concolor
1827,16124,5344,White Fir,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,Heavily forested,AR KS,0,0,1,6/26/2023,ARichmondCrosset_clarku,,,Abies concolor
1828,16125,5345,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Alive,N,,,,,,,BY,SFR-D,1,54,0,0,10,5,Alive,1,1,Good,,AR KS,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,Amelanchier
1829,16126,5340,White Fir,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Heavily forested area,KS AR,0,0,1,6/26/2023,KSmart_clarku,,,Abies concolor
1830,16129,5352,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Alive,N,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Heavily forested,KS AR,0,1,0,6/26/2023,KSmart_clarku,,,Amelanchier
1831,16136,5343,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Alive,N,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,Heavily forested,AR KS,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,Amelanchier
1832,16137,5356,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,6/25/2015,,Yes,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-D,2.4,54,0,0,12,13,Alive,0,2,Good,,AR KS,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,Amelanchier
1833,16138,5348,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.5,54,1.3,54,14.5,21,Alive,1,2,Fair,,AR KS,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,Amelanchier
1834,16141,5351,Serviceberry,MARY ANN DR,5,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,Heavily forested,AR KS,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,Amelanchier
1835,16149,5389,Snow Goose Cherry,MARY ANN DR,53,Worcester,Spring 2011,6/25/2015,Back yard,Single-family,4.4,,0,,16.33333333,18.375,Alive,Y,1-25%,Good,,moss,,,BY,SFR-A,9.9,0,0,0,21.1,23.9,Alive,1,1,Good,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,prunus serrulata
1836,16180,5442,Cherry,MAYFLOWER CIR,15,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,Resident said no thank yiu,Ar th ng,0,1,0,6/8/2023,NGeron_clarku,,,Prunus
1837,16181,5444,Dawn Redwood,MAYFLOWER CIR,15,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Owner did not allow access to yard,"AR, TH, NG",0,0,1,6/8/2023,THonnef_clarku,,,Metasequoia glyptostroboides
1838,16182,5449,Fringetree,MAYFLOWER CIR,28,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.8,50,2.9,50,12.7,12,Alive,0,1,Good,,"AR, TH, NG",0,1,0,6/8/2023,THonnef_clarku,,,Chionanthus virginicus
1839,16183,5450,Serviceberry,MAYFLOWER CIR,28,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AR, TH, NG",0,1,0,6/8/2023,THonnef_clarku,,,Amelanchier
1840,16184,5452,White Fir,MAYFLOWER CIR,28,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,6.4,54,0,0,19.9,13,Alive,0,1,Good,,"AR, TH, NG",0,0,1,6/8/2023,THonnef_clarku,,,Abies concolor
1841,16185,5453,White Fir,MAYFLOWER CIR,28,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,8.4,54,0,0,18.7,12,Alive,0,1,Good,,"AR, TH, NG",0,0,1,6/8/2023,THonnef_clarku,,,Abies concolor
1842,16186,5448,Carolina Silverbell,MAYFLOWER CIR,28,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AR, TH, NG",0,1,0,6/8/2023,THonnef_clarku,,,Halesia carolina
1843,16187,5447,Kousa Dogwood,MAYFLOWER CIR,32,Worcester,Spring 2011,1899-12-30,Unknown,Homeowner did not allow access to yard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,10.5,0,Alive,0,1,Good,Home,"AR, TH, NG",0,1,0,6/8/2023,THonnef_clarku,,,Cornus kousa
1844,16188,5446,White Fir,MAYFLOWER CIR,32,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Homeowner did not allow access to yard,"AR, TH, NG",0,0,1,6/8/2023,THonnef_clarku,,,Abies concolor
1845,16211,5487,White Fir,MEOLA AVE,53,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,,AP KS JA,0,0,1,6/20/2023,apai_clarku,,,Abies concolor
1846,16212,5484,White Fir,MEOLA AVE,53,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,2.4,,0,,11,5.833333333,Alive,,1-25%,Good,,No one currently lives on the property,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,,AP KS JA,0,0,1,6/20/2023,apai_clarku,,,Abies concolor
1847,16213,5485,Cherry,MEOLA AVE,53,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.15,,0,,14,10.375,Alive,,1-25%,Good,,No one currently lives on the property,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,,AP KS JA,0,1,0,6/20/2023,apai_clarku,,,Prunus
1848,16215,5502,Snow Goose Cherry,MERTON RD,18,Worcester,Spring 2011,6/23/2015,Front Yard,Single-Family,5.2,,0,,13,14.5,Alive,N,1-25%,Good,,,,,SY,SFR-D,13,43,0,0,28,33.75,Alive,1,1,Good,,AN RC CB,0,1,0,6/26/2023,ANelson_clarku,,,prunus serrulata
1849,16216,5503,Kousa Dogwood,MERTON RD,18,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN RC CB,0,1,0,6/26/2023,ANelson_clarku,,,Cornus kousa
1850,16217,5517,Japanese Tree Lilac,MICHIGAN RD,17,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,7.3,42,0,0,20.2,17.5,Alive,0,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Syringa reticulata
1851,16218,5519,Snow Goose Cherry,MICHIGAN RD,17,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,prunus serrulata
1852,16219,5518,Japanese Tree Lilac,MICHIGAN RD,17,Worcester,Spring 2011,,Front Yard,Single Family,3.45,3.3,NA,,14,8.75,Alive,N,1-25%,Good,,,,,FY,SFR-D,7.5,44,0,0,18.2,21.5,Alive,0,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Syringa reticulata
1853,16288,5671,Juniper,MONOMOY ST,8,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Resident does not believe trees were planted,"RC, TH, NG",0,0,1,6/13/2023,THonnef_clarku,,,Juniperus
1854,16289,5670,Juniper,MONOMOY ST,8,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Resident does not believe trees were planted,"RC, TH, NG",0,0,1,6/13/2023,THonnef_clarku,,,Juniperus
1855,16290,5672,Juniper,MONOMOY ST,8,Worcester,Spring 2011,,Front Yard,Single-Family,2.3,,NA,,11.5,9.041666667,Alive,Y,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"RC, TH, NG",0,0,1,6/13/2023,THonnef_clarku,,,Juniperus
1856,16291,5669,Dawn Redwood,MONOMOY ST,8,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"RC, TH, NG",0,0,1,6/13/2023,THonnef_clarku,,,Metasequoia glyptostroboides
